id,scode,sname,hospital_id,hospital_name
817,32,Kerala,1087,GOVT AYURVEDA HOSPITAL OTTAPALAM
818,32,Kerala,99900791,Government Ayurveda Dispensary Mampuram
819,32,Kerala,99900797,Govt Ayurveda Dispensary Edavanna
820,32,Kerala,99900810,Govt Ayurveda Dispensary Keezhuparamba
821,32,Kerala,99900701,Govt Ayurveda Dispensary Vallamkulam
822,32,Kerala,99900787,Govt Siddha Hospital Vallakadavu
823,32,Kerala,37246,Moorkanad Grama Panchayath Government Ayurveda Dispensary Kolathur
824,32,Kerala,1034,Government Ayurveda Hospital Valapad
825,32,Kerala,1031,Government Ayurveda Hospital Venganoor
826,32,Kerala,99900716,GOVT AYURVEDA DISPENSARY (AHWC) VATTIYOORKKAVU
827,32,Kerala,1084,Govt Ayurveda Dispensary Andikode
828,32,Kerala,99900540,GOVT AYURVEDA DISPENSARY ARUVIPPURAM
829,32,Kerala,37243,Govt Ayurveda Dispensary Asamannoor
830,32,Kerala,99900600,GOVT AYURVEDA DISPENSARY (AYUSH HEALTH AND WELLNESS CENTER) MANNARKAD
831,32,Kerala,99900730,Govt Ayurveda Dispensary Ayush Health and Wellness Centre Udumbannoor
832,32,Kerala,37248,Govt Ayurveda Dispensary Ayyampuzha
833,32,Kerala,99900624,Govt Ayurveda Dispensary Amboori
834,32,Kerala,99900574,GOVT AYURVEDA HOSPITAL PARASSALA
835,32,Kerala,99900629,GOVT AYURVEDA DISPENSARY ANGADIPPURAM (AYUSH HEALTH AND WELLNESS CENTRE)
836,32,Kerala,99900806,Govt Ayurveda Dispensary Chenakkalangadi
837,32,Kerala,99900685,Govt Ayurveda Dispensary Chenkal
838,32,Kerala,37251,Govt ayurveda dispensary Cheranalloor KND
839,32,Kerala,37262,Govt Ayurveda Dispensary Cheranelloor Ck
840,32,Kerala,99900653,Govt Ayurveda Dispensary Cheruvathur
841,32,Kerala,37255,Govt Ayurveda Dispensary Edakkattuvayal
842,32,Kerala,37203,GOVT AYURVEDA DISPENSARY EDAPPATTA
843,32,Kerala,99900802,Govt Ayurveda Dispensary Elayur
844,32,Kerala,948,Govt Ayurveda Dispensary Eloor
845,32,Kerala,99900775,Govt Ayurveda Dispensary Eravipuram
846,32,Kerala,99900721,Government Ayurveda Dispensary Oachira
847,32,Kerala,37247,Govt Ayurveda Dispensary Ezhikkara
848,32,Kerala,99900599,GOVT AYURVEDA DISPENSARY HEALTH AND WELLNESS CENTRE VAZHITHALA
849,32,Kerala,99900801,Govt Ayurveda Dispensary Irimbiliyam
850,32,Kerala,37205,GOVT AYURVEDA DISPENSARY IRITTY
851,32,Kerala,99900807,Govt Ayurveda Dispensary Kaladi
852,32,Kerala,1091,District Ayurveda Hospital Annex Paremavu
853,32,Kerala,957,District Ayurveda Hospital Valavannur 
854,32,Kerala,958,Government Ayurveda Hospital Nedumpana
855,32,Kerala,99900635,Government Ayurveda Hospital Vengara
856,32,Kerala,37263,Govt Ayurveda Dispensary Kalady
857,32,Kerala,37297,Govt Ayurveda Dispensary Kallely
858,32,Kerala,91320472,"APHC SIDDHA Dispensary,NHM, Chavara South "
859,32,Kerala,17012,A C Shanmughadas Memorial Ayurvedic Child and Adolescent Care Centre Purakkattiri
860,32,Kerala,37254,Govt Ayurveda Dispensary Kalloor
861,32,Kerala,37325,Govt Ayurveda Dispensary Kangarappady
862,32,Kerala,91320003,"Vaidyarathnam P.S Varier Ayurveda College Hospital, Kottakkal, Kerala"
863,32,Kerala,91320006,"GOVERNMENT MEDICAL COLLEGE,KOZHIKODE"
864,32,Kerala,91320007,"Ayurveda College Hospital, Thiruvananthapuram"
865,32,Kerala,91320002,"Malabar Cancer Centre, Thalassery,Kerala"
866,32,Kerala,91320109,GAD Edavanakkad
867,32,Kerala,91320120,GAD AZHIYOOR
868,32,Kerala,17010,Dist.Ayurveda Hosp.Thodupuzha
869,32,Kerala,91320065,Dist.Ayurveda Hosp.Malappuram
870,32,Kerala,91320076,"Dist.Ayurveda Hosp.Kottayam
"
871,32,Kerala,91320043,"Dist.Ayurveda Hosp.Ernakulam
"
872,32,Kerala,91320071,"Dist.Ayurveda Hosp.Padannakad
"
873,32,Kerala,91320040,"Dist.Ayur.Hosp.Pathanamthitta
"
874,32,Kerala,91320039,"Dist.Ayurveda.Hosp.Alappuzha
"
875,32,Kerala,91320068,"Dist.Ayurveda.Hosp.Palakkad
"
876,32,Kerala,91320077,GOVT AYUR DISPENSARY KATTIPPARA
877,32,Kerala,91320078,"Govt Ayurveda Hospital, Thalavoor"
878,32,Kerala,91320182,GAD Malayinkeezhu
879,32,Kerala,1085,Govt Ayurveda Dispensary Karoor
880,32,Kerala,91320115,GOVT AYURVEDA DISPENSARY MALAYATTOOR
881,32,Kerala,99900803,Govt Ayurveda Dispensary Karthala
882,32,Kerala,99900541,GOVT AYURVEDA DISPENSARY KATTAKADA
883,32,Kerala,91320112,GAD MAZHUVANNOOR
884,32,Kerala,91320110,GAD Chelakulam
885,32,Kerala,91320195,"GOVT AYURVEDA DISPENSARY, WANDOOR"
886,32,Kerala,91320114,"GOVT AYURVEDA DISPENSARY , PERINGALA"
887,32,Kerala,91320107,GAD Edakochi
888,32,Kerala,91320103,GAD Nedungapra
889,32,Kerala,91320099,GAD Sreemoolanagaram
890,32,Kerala,91320104,GAD Valakom
891,32,Kerala,91320106,GAD Varapuzha
892,32,Kerala,91320105,GAH Kadamakudy
893,32,Kerala,91320096,GAD Elamkunnapuzha
894,32,Kerala,91320100,GAD Keezhumad
895,32,Kerala,91320108,GAD Nedumbassery
896,32,Kerala,91320090,GAD Kadungalloor
897,32,Kerala,91320125,GOVT AYURVEDA HOSPITAL KOTTARAKKARA
898,32,Kerala,91320131,"GOVT. AYUR DISPENSARY,PARAPPUR"
899,32,Kerala,91320122,"GOVERNMENT AYURVEDA DISPENSARY, PERAYAM"
900,32,Kerala,91320128,GOVT AYU. DISPENSARY ALAYAMON
901,32,Kerala,91320121,"GOVERNMENT AYURVEDA DISPENSARY, NEDUVATHOOR"
902,32,Kerala,91320130,"GOVERNMENT AYURVEDA HOSPITAL,NEDUMPANA"
903,32,Kerala,91320126,Govt. Ayurveada  Hospital Poruvazhy
904,32,Kerala,91320123,GOVERNMENT AYURVEDA HOSPITAL IVERKALA 
905,32,Kerala,91320133,"GOVT AYURVEDA DISPENSARY, PAIPRA"
906,32,Kerala,91320162,GOVT.AYURVEDA MOBILE DISPENSARY TANALUR
907,32,Kerala,91320178,"Government Ayurveda Hospital, Neyyattinkara"
908,32,Kerala,91320176,G A D ANJARAKANDY
909,32,Kerala,91320186,Govt Ayurveda Dispensary Anakkayam 
910,32,Kerala,91320173,"GOVT.YOGA NAATUROPATHY HOSPITAL,VARKALA"
911,32,Kerala,91320370,GAH KARUNAGAPPALLY
912,32,Kerala,91320193,Government Ayurveda Hospital Velimukku
913,32,Kerala,91320142,Government Ayurveda Dispensary Poothrikka
914,32,Kerala,91320177,GOVT AYURVEDA DISPENSARY CHOKKAD
915,32,Kerala,91320197,Government ayurveda dispensary Tirurangadi
916,32,Kerala,91320183,"GOVT AYURVEDA DISPENSARY ,MELATTUR"
917,32,Kerala,91320174,GOVERNMENT AYURVEDA DISPENSARY KOLATHUR
918,32,Kerala,91320164,"Government Ayurveda Dispensary,Karuvarakundu"
919,32,Kerala,91320152,GOVT AYURVEDA DISPENSARY KOTTAKKAL
920,32,Kerala,91320167,GovernmentAyurveda Dispensary Paramba
921,32,Kerala,91320166,G.A.D VETTINAD
922,32,Kerala,17023,Gov.Ayur.Hosp.Mattanchery
923,32,Kerala,17020,GAD Aikkaranad
924,32,Kerala,17027,GAD Veliyathunadu
925,32,Kerala,17030,"GOVT.AYURVEDA HOSPITAL ,AYOOR"
926,32,Kerala,91320518,"GOVERNMENT AYURVEDA DISPENSARY, ANCHAL"
927,32,Kerala,91320517,"GOVERNMENT AYURVEDA DISPENSARY, ADICHANALLOOR"
928,32,Kerala,91320200,GAD ANDOORKONAM 
929,32,Kerala,91320219,GOVT AYURVEDA DISPENSARY CHALIAPURAM
930,32,Kerala,17031,Govt Ayurveda Hospital Paravoor
931,32,Kerala,17011,"Dist.Ayurveda Hosp.Kozhikode
"
932,32,Kerala,17008,Govt Ayur Disp Chadayamangalam
933,32,Kerala,17018,Govt.Ayurveda Disp.Secretariat
934,32,Kerala,17019,GAH Pallippuram
935,32,Kerala,17021,GAD Udayamperoor
936,32,Kerala,17022,GAD Ezhakkaranad
937,32,Kerala,17029,GAD Thrikkakara
938,32,Kerala,17028,GAH Vatakara
939,32,Kerala,17007,Dist.Ayurveda Hosp.Kannur
940,32,Kerala,17024,GOVT AYURVEDA HOSPITAL  NORTH PARAVUR
941,32,Kerala,91320250,GOVT.AYURVEDA HOSPITAL PONNANI
942,32,Kerala,37276,Govt Ayurveda Dispensary Kavalangadu
943,32,Kerala,37321,Govt Ayurveda Dispensary Kavana
944,32,Kerala,37329,GOVT AYURVEDA DISPENSARY KODIKULAM
945,32,Kerala,37267,Govt Ayurveda Dispensary Kottappady
946,32,Kerala,37323,Govt Ayurveda Dispensary Kottuvally
947,32,Kerala,1093,Govt Ayurveda Dispensary Kumarakom
948,32,Kerala,37206,Govt Ayurveda Dispensary Kumbalam
949,32,Kerala,37261,Govt Ayurveda Dispensary Kunnukara
950,32,Kerala,37250,Govt Ayurveda Dispensary Kuttampuzha
951,32,Kerala,37235,GOVT AYURVEDA DISPENSARY KUZHALMANNAM
952,32,Kerala,37268,Govt Ayurveda Dispensary Mamalakkandam
953,32,Kerala,37327,Govt Ayurveda Dispensary Mathur
954,32,Kerala,99900476,"GOVT AYURVEDA DISPENSARY, NEDUNGOTTUR"
955,32,Kerala,37312,Govt Ayurveda Dispensary Okkal
956,32,Kerala,37315,Govt Ayurveda Dispensary Onakkoor South
957,32,Kerala,99900792,Govt Ayurveda Dispensary Oorakam
958,32,Kerala,17035,GOVT AYURVEDA DISPENSARY PALLICKAL
959,32,Kerala,37208,Govt Ayurveda Dispensary Pallikunnu
960,32,Kerala,99900784,Govt Ayurveda Dispensary Peruvampadam
961,32,Kerala,99900639,Govt Ayurveda Dispensary Pilicode
962,32,Kerala,99900798,Govt Ayurveda Dispensary Ponmala
963,32,Kerala,99900746,Govt Ayurveda Dispensary Poothakulam
964,32,Kerala,37273,Govt Ayurveda dispensary Pothanikkad
965,32,Kerala,99900543,GOVT AYURVEDA DISPENSARY PRAMADAM
966,32,Kerala,37305,GOVT AYURVEDA DISPENSARY PUDUPARIYARAM
967,32,Kerala,37274,Govt Ayurveda Dispensary Pulluvazhi
968,32,Kerala,37298,GOVT AYURVEDA DISPENSARY PUTHUCODE
969,32,Kerala,99900538,GOVT AYURVEDA DISPENSARY RANNI SOUTH
970,32,Kerala,37244,Govt Ayurveda Dispensary Thaikkattukara
971,32,Kerala,99900789,Govt Ayurveda Dispensary Thennala
972,32,Kerala,99900477,GOVT AYURVEDA DISPENSARY THIRUMITTACODE
973,32,Kerala,37279,Govt Ayurveda Dispensary  Thuruthikkara
974,32,Kerala,2091,Govt Ayurveda Dispensary Vadasserikkara
975,32,Kerala,99900808,Govt Ayurveda Dispensary Valluvambram
976,32,Kerala,37280,Govt Ayurveda Dispensary Vavakkad
977,32,Kerala,37326,Govt Ayurveda Dispensary Vazhakulam South
978,32,Kerala,99900536,GOVT AYURVEDA DISPENSARY VECHOOCHIRA
979,32,Kerala,99900649,Govt Ayurveda Dispensary Veeyapuram
980,32,Kerala,99900681,Govt Ayurveda Dispensary Vellarada
981,32,Kerala,943,Govt Ayurveda Dispensary Venmony
982,32,Kerala,99900575,Govt. Ayurveda Dispersary Cheramaanthuruth
983,32,Kerala,99900644,Govt Ayurveda Hospital Angadickal North
984,32,Kerala,941,Govt Ayurveda Hospital Aroor
985,32,Kerala,1022,Govt Ayurveda Hospital Ayoor
986,32,Kerala,37304,GOVT AYURVEDA HOSPITAL CHALAVARA
987,32,Kerala,1030,Govt Ayurveda Hospital Chelakkara
988,32,Kerala,939,Govt Ayurveda Hospital Cherthala
989,32,Kerala,956,Govt Ayurveda Hospital Edakkara
990,32,Kerala,1032,GOVT AYURVEDA HOSPITAL IRINAVU
991,32,Kerala,961,Govt Ayurveda Hospital Kallar
992,32,Kerala,99900780,Govt Ayurveda Hospital Kottoor
993,32,Kerala,99900723,Govt Ayurveda Hospital Manjeri
994,32,Kerala,37278,Govt Ayurveda Hospital Mannathoor
995,32,Kerala,99900814,Govt Ayurveda Hospital Mavelikkara
996,32,Kerala,1023,GOVT AYURVEDA HOSPITAL MEENADOM
997,32,Kerala,99900579,Govt Ayurveda Hospital Muvattupuzha
998,32,Kerala,99900539,GOVT AYURVEDA HOSPITAL NATTAKOM
999,32,Kerala,99900576,GOVT AYURVEDA HOSPITAL NEDUMANGAD
1000,32,Kerala,1021,GOVT AYURVEDA HOSPITAL NELLIPPARA ALAKODE
1001,32,Kerala,1338,Govt Ayurveda Hospital Nochad
1002,32,Kerala,99900578,GOVT AYURVEDA HOSPITAL PALA
1003,32,Kerala,37301,Govt Ayurveda Hospital Palakuzha
1004,32,Kerala,1092,Govt Ayurveda Hospital Piravom
1005,32,Kerala,1083,Govt Ayurveda Hospital Tarur
1006,32,Kerala,1024,Govt Ayurveda Hospital Thalassery
1007,32,Kerala,1089,Govt Ayurveda Hospital Thathamanagalam
1008,32,Kerala,1090,Govt Ayurveda Hospital Vaikom
1009,32,Kerala,1026,Govt Ayurveda Hospital Veliyannoor
1010,32,Kerala,962,Govt Ayurveda Panchakarma Hospital Alappuzha
1011,32,Kerala,37199,Govt Ayurveda Tribal Dispensary Naranammoozhi
1012,32,Kerala,37258,Govt Ayurveda Tribal Dispensary Pinavoorkudy
1013,32,Kerala,37198,Govt Ayurveda Visha Vaidya Dispensary Maradu
1014,32,Kerala,17003,GOVT DISTRICT AYURVEDA HOSPITAL VARKALA
1015,32,Kerala,37307,GOVT MODEL AYURVEDA DISPENSARY MUNDUR
1016,32,Kerala,99900664,Govt Taluk Ayurveda Hospital Sulthan Bathery
1017,32,Kerala,17017,GOVT UNANI DISPENSARY MOGRAL
1018,32,Kerala,99900748,KOLLAM CORPORATION GOVT AYURVEDA DISPENSARY VADAKKEVILA
1019,32,Kerala,37241,Payyoli Municipality Taluk Ayurveda Hospital
1020,32,Kerala,99900633,PERINTHALMANNA MUNICIPALITY GOVT AYURVEDA HOSPITAL PERINTHALMANNA
1021,32,Kerala,17025,RAMAVARMA DISTRICT AYURVEDA HOSPITAL THRISSUR
1022,32,Kerala,1035,V K Sm M Govt.ayurveda Hospital Santhipuram
1023,32,Kerala,17009,DISTRICT AYURVEDA HOSPITAL KOLLAM
1024,37,Ladakh,37001,District Hospital Kargil
1025,37,Ladakh,16001,Sonam Nurboo Memorial Hospital
1026,31,Lakshadweep,19002,Indira Gandhi Hospital Kavaratti
1027,31,Lakshadweep,1100,Community Health Centre Amini
1028,23,Madhya Pradesh,23045,District Hospital Khargone
1029,23,Madhya Pradesh,23009,District Hospital Barwani
1030,23,Madhya Pradesh,23042,Community Health Center Budni District Sehore
1031,23,Madhya Pradesh,91233201,D.P.Cantt General Hospital Mhow
1032,23,Madhya Pradesh,23026,sardar vallabhbhai patel district hospital satna
1033,23,Madhya Pradesh,91233194,Gorabazar Dispensary
1034,23,Madhya Pradesh,91233193,Motilal Nehru Hospital
1035,23,Madhya Pradesh,23049,district bhoj hospital dhar
1036,23,Madhya Pradesh,23058,District Hospital Sidhi
1037,23,Madhya Pradesh,23063,District Hospital Vidisha
1038,23,Madhya Pradesh,23020,District hospital damoh
1039,23,Madhya Pradesh,23008,"District Hospital Morar , Gwalior"
1040,23,Madhya Pradesh,23060,DISTRICT HOSPITAL DINDORI
1041,23,Madhya Pradesh,23050,District Hospital Umaria
1042,23,Madhya Pradesh,23054,CIVIL HOSPITAL MAIHAR
1043,23,Madhya Pradesh,983,Composite Hospital Crpf Bhopal
1044,23,Madhya Pradesh,23059,District Hospital Sagar
1045,23,Madhya Pradesh,1233,Composite Hospital Crpf Neemuch
1046,23,Madhya Pradesh,23068,District Hospital Harda
1047,23,Madhya Pradesh,23034,District hospital Rajgarh
1048,23,Madhya Pradesh,23025,"CHC, NASRULLAGANJ, SEHORE"
1049,23,Madhya Pradesh,1197,Civil Hospital Hazira
1050,23,Madhya Pradesh,23053,J.P Hospital district bhopal
1051,23,Madhya Pradesh,23006,Bundelkhand Medical College Sagar
1052,23,Madhya Pradesh,23064,shaheed bhagat singh district hospital balaghat
1053,23,Madhya Pradesh,23035,Distrcit Hospital Ujjain
1054,23,Madhya Pradesh,23043,Community Health Center Shyampur District Sehore
1055,23,Madhya Pradesh,23044,District hospital Khandwa
1056,23,Madhya Pradesh,23067,District Hospital Chhatarpur
1057,23,Madhya Pradesh,23056,District hodpital Burhanpur
1058,23,Madhya Pradesh,23033,district hospital sehore
1059,23,Madhya Pradesh,23065,District Hospital Datia
1060,23,Madhya Pradesh,23066,Vijyaraje sindhiya Distrcit Hospital Neemuch
1061,23,Madhya Pradesh,23057,District Hospital Jhabua
1062,23,Madhya Pradesh,23062,District Hospital Singrauli
1063,23,Madhya Pradesh,23030,District Hospital Sheopur
1064,23,Madhya Pradesh,23048,District Hospital Ratlam
1065,23,Madhya Pradesh,23051,District Hospital Narsinghpur
1066,23,Madhya Pradesh,23017,district hospital betul
1067,23,Madhya Pradesh,23028,District Hospital Panna
1068,23,Madhya Pradesh,23023,District Hospital Morena
1069,23,Madhya Pradesh,23047,District Hospital Indore
1070,23,Madhya Pradesh,23012,mahatma gandhi jila chikitsalay dewas
1071,23,Madhya Pradesh,23007,District Hospital Katni
1072,23,Madhya Pradesh,23061,Indra Gandhi Distrcit Hospital Mandsaur
1073,23,Madhya Pradesh,23041,Distrcit Hospital Anuppur
1074,23,Madhya Pradesh,23010,"M.G.M. Medical College and associated Hospitals, Indore"
1075,23,Madhya Pradesh,23013,"District Hospital Bhind,M.P."
1076,23,Madhya Pradesh,23027,District Hospital Guna
1077,23,Madhya Pradesh,23005,Netaji Subhash Chandra Bose Medical college Jabalpur
1078,23,Madhya Pradesh,91233205,Cantonment Board Pachmarhi Dispensary
1079,23,Madhya Pradesh,23021,Dr. Rajendra prasad Hospital Tikamgarh
1080,23,Madhya Pradesh,23029,Seth Govind Das Distrcit Hospital Jabalpur
1081,23,Madhya Pradesh,23046,Bhimrao Ambedkar District Hospital Shajapur
1082,23,Madhya Pradesh,23032,Distrcit Hospital Narmadapuram
1083,23,Madhya Pradesh,23036,shri kushabhau thakre district hospital shahdol
1084,23,Madhya Pradesh,23024,District Hospital Shivpuri
1085,23,Madhya Pradesh,23018,Distrcit Hospital chhindwara
1086,23,Madhya Pradesh,23031,Distrcit hospital raisen
1087,23,Madhya Pradesh,91233195,Cantt General Hospital Saugro
1088,23,Madhya Pradesh,23015,District Hospital Alirajpur
1089,23,Madhya Pradesh,23022,District Hospital Ashoknagar
1090,23,Madhya Pradesh,91233196,"Cantonment General Hospital, Morar Cantt"
1091,27,Maharashtra,91270248,"Primary Health Centre , Kangaon"
1092,27,Maharashtra,1056,Sri Bhausaheb Hire Government Medical College And Sarvopchar Rugnalay Dhule
1093,27,Maharashtra,1054,Shri Vasantrao Naik Government Medical College And Hospital Yavatmal
1094,27,Maharashtra,1157,Padmabhushan Vasantdada Patil Government Hospital Sangli
1095,27,Maharashtra,950,Shri Sainath Hospital 
1096,27,Maharashtra,1139,Rural Health Trainning Centre Shirur Pune
1097,27,Maharashtra,1155,M A Podar Ayurved Hospital
1098,27,Maharashtra,1042,Government Medical College And Superspeciality Hospital Nagpur
1099,27,Maharashtra,1117,Government Medical College And Hospital Baramati
1100,27,Maharashtra,1080,Government Homeopathy Hospital
1101,27,Maharashtra,1081,Government Ayurved Hospital Jalgaon
1102,27,Maharashtra,1039,Government Ayurved College And Hospital Nanded
1103,27,Maharashtra,1052,Government  Ayurved College and Hospital
1104,27,Maharashtra,1147,Goverment Dental College
1105,27,Maharashtra,1037,Gokuldas Tejpal Hospital Mumbai
1106,27,Maharashtra,91270006,"Kasturba Hospital,Sevagram,Wardha, Maharashtra"
1107,27,Maharashtra,91270206,MARKET DISPENSARY
1108,27,Maharashtra,91270002,"PHC Valsang, Maharashtra"
1109,27,Maharashtra,91270037,ALI YAVAR JUNG NATIONAL INSTITUTE OF SPEECH AND HEARING DISABILITIES  DIVYANGJAN 
1110,27,Maharashtra,91270198,Aurangabad Cantonment General Hospital
1111,27,Maharashtra,91270195,Cantonment General Hospital Kamptee
1112,27,Maharashtra,91270190,Cantonment General Hopsital Devlali
1113,27,Maharashtra,91270196,"Dr. Babasaheb Ambedkar Cantonment General Hospital,Dehuroad"
1114,27,Maharashtra,91270202,Dr Babasaheb Ambedkar Cantonment General Hospital
1115,27,Maharashtra,91270192,Sardar Vallabhbhai Patel Cantonment General Hospital Pune
1116,27,Maharashtra,91270189,"All India Institute of Medical Sciences, Nagpur"
1117,27,Maharashtra,91270227,Primary health center Rohana
1118,27,Maharashtra,91270279,PHC POHANA
1119,27,Maharashtra,91270262,Police Hospital
1120,27,Maharashtra,1137,Government Medical College And Hospital Sindhudurg
1121,27,Maharashtra,1048,Directorate Of Medical Education And Research
1122,27,Maharashtra,1161,Government Ayurved College And Hospital Dharashiv
1123,27,Maharashtra,1051,Government Ayurved College Baramati
1124,27,Maharashtra,1121,Government Dental College and  Hospital
1125,27,Maharashtra,1120,Government Homoeopathy College And Hospital Jalgaon
1126,27,Maharashtra,1058,Dr Vaishyampayan  Memorial Medical College And Shri Ch Shivaji Maharaj Sarvopchar Rugnalaya Solapur
1127,27,Maharashtra,1038,Government Medical College And Hospital Miraj
1128,27,Maharashtra,1148,Rural Health Training Center Paithan
1129,27,Maharashtra,1118,Dr Shankarrao Chavan Government Medical College Nanded
1130,27,Maharashtra,1097,Crpf Composite Hospital
1131,27,Maharashtra,1050,Cama And Albless Hospital
1132,27,Maharashtra,1053,B. J. Govt Medical College and Sasoon General Hospital
1133,27,Maharashtra,21003,All India Institute of Physical Medicine and Rehabilitation
1134,27,Maharashtra,1115,Swami Ramanad  Teerth Rural Government Medical College And Hospital Ambajogai
1135,27,Maharashtra,1095,Indira Gandhi Government Medical College And Hospital
1136,27,Maharashtra,210,Grant Government Medical College And Sir Jj Group Of Hospital Mumbai
1137,27,Maharashtra,1145,Government Medical College Chandrapur
1138,27,Maharashtra,1125,Chhatrapati Sambhaji Maharaj Government Medical College and Hospital Satara
1139,27,Maharashtra,1162,Vilasrao Deshmukh Goverment Medical Colleage And Superspeciality Hospital Latur
1140,27,Maharashtra,1163,Government Medical College and Superspeciality Hospital
1141,27,Maharashtra,91270254,Rural Hospital Karanja  Gh 
1142,27,Maharashtra,91270256,"PRIMARY HEALTH CENTER,NACHANGAON"
1143,27,Maharashtra,91270258,Urban Primary Health
1144,27,Maharashtra,1114,Government Medical College And Hospital Jalgaon
1145,27,Maharashtra,91270272,Primary Health center Waifad
1146,27,Maharashtra,91270217,Rural Hospital Ashti 
1147,27,Maharashtra,91270263,Railway Hospital
1148,27,Maharashtra,91270226,Primary Health Centre Vijaygopal
1149,27,Maharashtra,91270253,Primary Health Center Talegaon T 
1150,27,Maharashtra,91270201,"Dr. B. R. Ambedkar Cantonment Hospital,Ahmednagar"
1151,27,Maharashtra,91270246,PHC SINDHI RAILWAY
1152,27,Maharashtra,91270239,"Primary health center, sarwadi"
1153,27,Maharashtra,91270260,Primary Health Center Sahur
1154,27,Maharashtra,91270243,"Primary Health Centre ,Nandori"
1155,27,Maharashtra,91270264,Civil Hospital Vaccination Centre
1156,27,Maharashtra,91270236,Primary Health Center Hamdapur
1157,27,Maharashtra,91270265,Gandhi Memorial Leprosy Foundation
1158,27,Maharashtra,21001,"NMMC General Hospital, Vashi, Maharashtra"
1159,27,Maharashtra,91270229,Primary Health Center Burkoni
1160,27,Maharashtra,91270244,PRIMARY HEALTH CENTER KHARANGANA MORANGANA 
1161,27,Maharashtra,91270245,"Primary Health Centre, Muradgaon  B "
1162,27,Maharashtra,91270221,primary health centre antora
1163,27,Maharashtra,91270209,Command Hospital  SC  Pune
1164,27,Maharashtra,91270136,District Women Hospital Akola
1165,27,Maharashtra,91270152,B. J. GOVT MEDICAL COLLEGE   SASSOON GENERAL HOSPITALS PUNE
1166,27,Maharashtra,1130,Rajarshee Chhatrapati Shahu Maharaj Government Medical College and Chhatrapati Pramilatai Raje Hospital
1167,27,Maharashtra,1112,"Government Medical College and Hospital, Nandurbar"
1168,27,Maharashtra,1127,Government Medical College And Hospital Dharashiv
1169,27,Maharashtra,1116,Government Medical College and Hospital
1170,27,Maharashtra,91270210,INHS Asvini
1171,27,Maharashtra,91270231,Primary Health Centre Girad
1172,27,Maharashtra,1129,Health Unit Palghar
1173,27,Maharashtra,1096,Composite Hospital Crpf Nagpur
1174,27,Maharashtra,1057,Urban Health Centre Bandra
1175,14,Manipur,22001,Regional Institute of Medical Sciences
1176,14,Manipur,405,Chc Kangpokpi
1177,17,Meghalaya,91170015,Jeevan Ram Goenka Cantonment General Hospital
1178,17,Meghalaya,1107,Meghalaya Institute of Mental Health and Neurological Science
1179,17,Meghalaya,99901070,100 Bedded Mch Hospital Jowai
1180,17,Meghalaya,20005,Tura Civil Hospital
1181,17,Meghalaya,20004,civil hospital shillong
1182,17,Meghalaya,1045,Capfs Composite Bsf Shillong
1183,17,Meghalaya,2010,Tirot Sing Memorial Civil Hospital
1184,17,Meghalaya,91170005,"NEIGRIHMS, Shillong, Meghalaya"
1185,17,Meghalaya,20002,NORTH EASTERN INDIRA GANDHI REGIONAL INSTITUTE OF HEALTH AND MEDICAL SCIENCES
1186,15,Mizoram,973,Zoram Medical College and Hospital Falkawn
1187,15,Mizoram,1206,Capfs Composite Hospital Bsf Aizawl
1188,13,Nagaland,1059,Assam Rifles Composite Hospital
1189,13,Nagaland,99901118,District Hospital Tuensang Nagaland
1190,21,Odisha,91210009,"S.V.P Post Graduate Institute Of Pediatrics, Cuttack, Odisha"
1191,21,Odisha,26002,Swami Vivekanand National Institute of Rehabilitation Training and Research
1192,21,Odisha,91210005,"AIIMS, Bhubaneswar, Odisha"
1193,21,Odisha,91210006,"Acharya Harihar Regional Cancer Centre, Cuttack, Odisha"
1194,21,Odisha,1234,Composite Hospital Crpf Nayapalli
1195,34,Puducherry,91340005,"Govt General Hospital, Yanam"
1196,34,Puducherry,91340020,"COMMUNITY HEALTH CENTRE, PALLOOR"
1197,34,Puducherry,27004,INDIRA GANDHI GOVERNMENT GENERAL HOSPITAL AND POST GRADUATE INSTITUTE
1198,34,Puducherry,27005,RAJIV GANDHI GOVERNMENT WOMEN AND CHILDREN HOSPITAL
1199,34,Puducherry,27006,Indira Gandhi Medical College and Research Institute
1200,3,Punjab,275,Guru Nanak Dev Hospital Complex
1201,3,Punjab,1213,Composite Hospital Bsf Jalandhar
1202,3,Punjab,211,Government Medical College and Rajindra Hospital
1203,3,Punjab,363,"Guru Gobind Singh Medical College Hospital, Faridkot (Punjab)"
1204,3,Punjab,946,Dr Br Ambedkar State Institute Of Medical Sciences
1205,3,Punjab,91030049,Government Medical College and Rajindera Hospital 
1206,3,Punjab,91030026,War Memorial XXIX Punjabis Cantonment General Hospital
1207,3,Punjab,91030024,"Cantonment General Hospital, Cantonment Board Ferozepur"
1208,3,Punjab,66,Demo HospitAL
1209,3,Punjab,91030025,Cantonment Board Dispensary Amritsar Cantt
1210,3,Punjab,91030019,AIIMS Bathinda
1211,8,Rajasthan,10004,DEMO ORS G
1212,8,Rajasthan,91080062,Cantonment Board Ajmer Dispensary
1213,8,Rajasthan,91080006,"National Institute of Ayurveda Hospital, Jaipur, Rajasthan"
1214,8,Rajasthan,1036,COMPOSITE HOSPITAL BSF JODHPUR
1215,8,Rajasthan,1215,Composite Hospital Crpf Ajmer
